LOG D'ÉTAT PAR STEP (temps continu)
- team=A, type=Pikeman, HP=55.0, pos=(6.29,6.27), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.30,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.29,7.73), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.30,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.29,9.73), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=100.0, pos=(6.80,7.00), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(6.79,7.63), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(6.80,9.00), intent=move_to(15.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(3.87,6.21), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(3.87,7.79), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(3.87,9.79), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=none

===== STEP 16 | temps simulé = 3.20 s =====
- team=A, type=Pikeman, HP=55.0, pos=(6.51,6.29), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.52,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.51,7.71), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.52,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.51,9.71), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=100.0, pos=(7.12,7.00), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(7.10,7.61), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(7.12,9.00), intent=move_to(15.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.06,6.22), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.06,7.78), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.06,9.78), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=none

===== STEP 17 | temps simulé = 3.40 s =====
- team=A, type=Pikeman, HP=55.0, pos=(6.73,6.31), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.74,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.73,7.69), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.74,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.73,9.69), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=100.0, pos=(7.44,7.00), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(7.42,7.58), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(7.44,9.00), intent=move_to(15.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.26,6.23), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.26,7.77), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.26,9.77), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=none

===== STEP 18 | temps simulé = 3.60 s =====
- team=A, type=Pikeman, HP=55.0, pos=(6.95,6.33), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.96,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.95,7.67), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.96,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(6.95,9.67), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=100.0, pos=(7.76,7.00), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(7.74,7.56), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(7.76,9.00), intent=move_to(15.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.45,6.25), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.45,7.75), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.45,9.75), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=none

===== STEP 19 | temps simulé = 3.80 s =====
- team=A, type=Pikeman, HP=55.0, pos=(7.17,6.35), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.18,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.17,7.65), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.18,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.17,9.65), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=100.0, pos=(8.08,7.00), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(8.06,7.53), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(8.08,9.00), intent=move_to(15.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.64,6.26), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.64,7.74), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.64,9.74), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=none

===== STEP 20 | temps simulé = 4.00 s =====
- team=A, type=Pikeman, HP=55.0, pos=(7.38,6.37), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.40,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.38,7.63), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.40,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.38,9.63), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=100.0, pos=(8.40,7.00), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(8.38,7.51), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(8.40,9.00), intent=move_to(15.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.83,6.27), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.83,7.73), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(4.83,9.73), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=none

===== STEP 21 | temps simulé = 4.20 s =====
- team=A, type=Pikeman, HP=55.0, pos=(7.60,6.38), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.62,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.60,7.62), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.62,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.60,9.62), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=100.0, pos=(8.72,7.00), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(8.70,7.48), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(8.72,9.00), intent=move_to(15.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(5.02,6.29), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(5.02,7.71), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(5.02,9.71), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=none

===== STEP 22 | temps simulé = 4.40 s =====
- team=A, type=Pikeman, HP=55.0, pos=(7.82,6.40), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.84,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.82,7.60), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.84,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(7.82,9.60), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=100.0, pos=(9.04,7.00), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(9.02,7.46), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(9.04,9.00), intent=move_to(15.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(5.21,6.30), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(5.21,7.70), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(5.21,9.70), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=none

===== STEP 23 | temps simulé = 4.60 s =====
- team=A, type=Pikeman, HP=55.0, pos=(8.04,6.42), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(8.06,7.00), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(8.04,7.58), intent=move_to(15.00,7.00)
- team=A, type=Pikeman, HP=55.0, pos=(8.06,9.00), intent=move_to(15.00,9.00)
- team=A, type=Pikeman, HP=55.0, pos=(8.04,9.58), intent=move_to(15.00,9.00)
- team=A, type=Knight, HP=100.0, pos=(9.36,7.00), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(9.34,7.44), intent=move_to(15.00,7.00)
- team=A, type=Knight, HP=100.0, pos=(9.36,9.00), intent=move_to(15.00,9.00)
- team=A, type=Crossbowman, HP=35.0, pos=(5.40,6.31), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(5.40,7.69), intent=move_to(15.00,7.00)
- team=A, type=Crossbowman, HP=35.0, pos=(5.40,9.69), intent=move_to(15.00,9.00)
- team=B, type=Pikeman, HP=55.0, pos=(16.00,6.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,7.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,8.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,9.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,10.00), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(16.00,11.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,7.00), intent=none
- team=B, type=Knight, HP=100.0, pos=(15.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,5.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,7.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,9.00), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(17.00,11.00), intent=none

